event_id,drug_name,adverse_event,reaction,severity,route,dosage
AE00798,gemcitabine,fatigue,fatigue,moderate,iv,1000 mg/m2
AE00799,capecitabine,fatigue,fatigue,moderate,oral,1000 mg/m2
AE00800,pemetrexed,fatigue,fatigue,moderate,iv,500 mg/m2
AE00801,irinotecan,fatigue,fatigue,moderate,iv,180 mg/m2
AE00802,bevacizumab,fatigue,fatigue,moderate,iv,15 mg/kg
AE00803,palbociclib,fatigue,fatigue,moderate,oral,125 mg
AE00804,ribociclib,fatigue,fatigue,moderate,oral,600 mg
AE00805,crizotinib,fatigue,fatigue,moderate,oral,250 mg
AE00806,alectinib,fatigue,fatigue,moderate,oral,600 mg
AE00807,osimertinib,fatigue,fatigue,moderate,oral,80 mg
AE00808,erlotinib,fatigue,fatigue,moderate,oral,150 mg
AE00809,pembrolizumab,fatigue,fatigue,moderate,iv,200 mg
AE00810,nivolumab,fatigue,fatigue,moderate,iv,240 mg
AE00811,atezolizumab,fatigue,fatigue,moderate,iv,1200 mg
AE00812,durvalumab,fatigue,fatigue,moderate,iv,10 mg/kg
AE00813,ipilimumab,fatigue,fatigue,moderate,iv,3 mg/kg
AE00814,trastuzumab,fatigue,fatigue,moderate,iv,6 mg/kg
AE00815,pertuzumab,fatigue,fatigue,moderate,iv,420 mg
AE00816,paclitaxel,fatigue,fatigue,moderate,iv,175 mg/m2
AE00817,docetaxel,fatigue,fatigue,moderate,iv,75 mg/m2
AE00818,cisplatin,fatigue,fatigue,moderate,iv,75 mg/m2
AE00819,carboplatin,fatigue,fatigue,moderate,iv,auc 5
AE00820,oxaliplatin,fatigue,fatigue,moderate,iv,85 mg/m2
AE00821,doxorubicin,fatigue,fatigue,moderate,iv,60 mg/m2
AE00822,olaparib,fatigue,fatigue,moderate,oral,300 mg
AE00823,niraparib,fatigue,fatigue,moderate,oral,200 mg
AE00824,gemcitabine,fatigue,fatigue,moderate,iv,1000 mg/m2
AE00825,capecitabine,fatigue,fatigue,moderate,oral,1000 mg/m2
AE00826,pemetrexed,fatigue,fatigue,moderate,iv,500 mg/m2
AE00827,irinotecan,fatigue,fatigue,moderate,iv,180 mg/m2
AE00828,bevacizumab,fatigue,fatigue,moderate,iv,15 mg/kg
AE00829,palbociclib,fatigue,fatigue,moderate,oral,125 mg
AE00830,ribociclib,fatigue,fatigue,moderate,oral,600 mg
AE00831,crizotinib,fatigue,fatigue,moderate,oral,250 mg
AE00832,alectinib,fatigue,fatigue,moderate,oral,600 mg
AE00833,osimertinib,fatigue,fatigue,moderate,oral,80 mg
AE00834,erlotinib,fatigue,fatigue,moderate,oral,150 mg
AE00835,pembrolizumab,fatigue,fatigue,moderate,iv,200 mg
AE00836,nivolumab,fatigue,fatigue,moderate,iv,240 mg
AE00837,atezolizumab,fatigue,fatigue,moderate,iv,1200 mg
AE00838,durvalumab,fatigue,fatigue,moderate,iv,10 mg/kg
AE00839,ipilimumab,fatigue,fatigue,moderate,iv,3 mg/kg
AE00840,trastuzumab,fatigue,fatigue,moderate,iv,6 mg/kg
AE00841,pertuzumab,fatigue,fatigue,moderate,iv,420 mg
AE00842,paclitaxel,fatigue,fatigue,moderate,iv,175 mg/m2
AE00843,docetaxel,fatigue,fatigue,moderate,iv,75 mg/m2
AE00844,cisplatin,fatigue,fatigue,moderate,iv,75 mg/m2
AE00845,carboplatin,fatigue,fatigue,moderate,iv,auc 5
AE00846,oxaliplatin,fatigue,fatigue,moderate,iv,85 mg/m2
AE00847,doxorubicin,fatigue,fatigue,moderate,iv,60 mg/m2
AE00848,olaparib,fatigue,fatigue,moderate,oral,300 mg
AE00849,niraparib,fatigue,fatigue,moderate,oral,200 mg
AE00850,gemcitabine,fatigue,fatigue,moderate,iv,1000 mg/m2
AE00851,capecitabine,fatigue,fatigue,moderate,oral,1000 mg/m2
AE00852,pemetrexed,fatigue,fatigue,moderate,iv,500 mg/m2
AE00853,irinotecan,fatigue,fatigue,moderate,iv,180 mg/m2
AE00854,bevacizumab,fatigue,fatigue,moderate,iv,15 mg/kg
AE00855,palbociclib,fatigue,fatigue,moderate,oral,125 mg
AE00856,ribociclib,fatigue,fatigue,moderate,oral,600 mg
AE00857,crizotinib,fatigue,fatigue,moderate,oral,250 mg
AE00858,alectinib,fatigue,fatigue,moderate,oral,600 mg
AE00859,osimertinib,fatigue,fatigue,moderate,oral,80 mg
AE00860,erlotinib,fatigue,fatigue,moderate,oral,150 mg
AE00861,pembrolizumab,fatigue,fatigue,moderate,iv,200 mg
AE00862,nivolumab,fatigue,fatigue,moderate,iv,240 mg
AE00863,atezolizumab,fatigue,fatigue,moderate,iv,1200 mg
AE00864,durvalumab,fatigue,fatigue,moderate,iv,10 mg/kg
AE00865,ipilimumab,fatigue,fatigue,moderate,iv,3 mg/kg
AE00866,trastuzumab,fatigue,fatigue,moderate,iv,6 mg/kg
AE00867,pertuzumab,fatigue,fatigue,moderate,iv,420 mg
AE00868,paclitaxel,fatigue,fatigue,moderate,iv,175 mg/m2
AE00869,docetaxel,fatigue,fatigue,moderate,iv,75 mg/m2
AE00870,cisplatin,fatigue,fatigue,moderate,iv,75 mg/m2
AE00871,carboplatin,fatigue,fatigue,moderate,iv,auc 5
AE00872,oxaliplatin,fatigue,fatigue,moderate,iv,85 mg/m2
AE00873,doxorubicin,fatigue,fatigue,moderate,iv,60 mg/m2
AE00874,olaparib,fatigue,fatigue,moderate,oral,300 mg
AE00875,niraparib,fatigue,fatigue,moderate,oral,200 mg
AE00876,gemcitabine,fatigue,fatigue,moderate,iv,1000 mg/m2
AE00877,capecitabine,fatigue,fatigue,moderate,oral,1000 mg/m2
AE00878,pemetrexed,fatigue,fatigue,moderate,iv,500 mg/m2
AE00879,irinotecan,fatigue,fatigue,moderate,iv,180 mg/m2
AE00880,bevacizumab,fatigue,fatigue,moderate,iv,15 mg/kg
AE00881,palbociclib,fatigue,fatigue,moderate,oral,125 mg
AE00882,ribociclib,fatigue,fatigue,moderate,oral,600 mg
AE00883,crizotinib,fatigue,fatigue,moderate,oral,250 mg
AE00884,alectinib,fatigue,fatigue,moderate,oral,600 mg
AE00885,osimertinib,fatigue,fatigue,moderate,oral,80 mg
AE00886,erlotinib,fatigue,fatigue,moderate,oral,150 mg
AE00887,pembrolizumab,fatigue,fatigue,moderate,iv,200 mg
AE00888,nivolumab,fatigue,fatigue,moderate,iv,240 mg
AE00889,atezolizumab,fatigue,fatigue,moderate,iv,1200 mg
AE00890,durvalumab,fatigue,fatigue,moderate,iv,10 mg/kg
AE00891,ipilimumab,fatigue,fatigue,moderate,iv,3 mg/kg
AE00892,trastuzumab,fatigue,fatigue,moderate,iv,6 mg/kg
AE00893,pertuzumab,fatigue,fatigue,moderate,iv,420 mg
AE00894,paclitaxel,fatigue,fatigue,moderate,iv,175 mg/m2
AE00895,docetaxel,fatigue,fatigue,moderate,iv,75 mg/m2
AE00896,cisplatin,fatigue,fatigue,moderate,iv,75 mg/m2
AE00897,carboplatin,fatigue,fatigue,moderate,iv,auc 5
AE00898,oxaliplatin,fatigue,fatigue,moderate,iv,85 mg/m2
AE00899,doxorubicin,fatigue,fatigue,moderate,iv,60 mg/m2
AE00900,olaparib,fatigue,fatigue,moderate,oral,300 mg
AE00901,niraparib,fatigue,fatigue,moderate,oral,200 mg
AE00902,gemcitabine,fatigue,fatigue,moderate,iv,1000 mg/m2
AE00903,capecitabine,fatigue,fatigue,moderate,oral,1000 mg/m2
AE00904,pemetrexed,fatigue,fatigue,moderate,iv,500 mg/m2
AE00905,irinotecan,fatigue,fatigue,moderate,iv,180 mg/m2
AE00906,bevacizumab,fatigue,fatigue,moderate,iv,15 mg/kg
AE00907,palbociclib,fatigue,fatigue,moderate,oral,125 mg
AE00908,ribociclib,fatigue,fatigue,moderate,oral,600 mg
AE00909,crizotinib,fatigue,fatigue,moderate,oral,250 mg
AE00910,alectinib,fatigue,fatigue,moderate,oral,600 mg
AE00911,osimertinib,fatigue,fatigue,moderate,oral,80 mg
AE00912,erlotinib,fatigue,fatigue,moderate,oral,150 mg
AE00913,pembrolizumab,fatigue,fatigue,moderate,iv,200 mg
AE00914,nivolumab,fatigue,fatigue,moderate,iv,240 mg
AE00915,atezolizumab,fatigue,fatigue,moderate,iv,1200 mg
AE00916,durvalumab,fatigue,fatigue,moderate,iv,10 mg/kg
AE00917,ipilimumab,fatigue,fatigue,moderate,iv,3 mg/kg
AE00918,trastuzumab,fatigue,fatigue,moderate,iv,6 mg/kg
AE00919,pertuzumab,fatigue,fatigue,moderate,iv,420 mg
AE00920,paclitaxel,fatigue,fatigue,moderate,iv,175 mg/m2
AE00921,docetaxel,fatigue,fatigue,moderate,iv,75 mg/m2
AE00922,cisplatin,fatigue,fatigue,moderate,iv,75 mg/m2
AE00923,carboplatin,fatigue,fatigue,moderate,iv,auc 5
AE00924,oxaliplatin,fatigue,fatigue,moderate,iv,85 mg/m2
AE00925,doxorubicin,fatigue,fatigue,moderate,iv,60 mg/m2
AE00926,olaparib,fatigue,fatigue,moderate,oral,300 mg
AE00927,niraparib,fatigue,fatigue,moderate,oral,200 mg
AE00928,gemcitabine,fatigue,fatigue,moderate,iv,1000 mg/m2
AE00929,capecitabine,fatigue,fatigue,moderate,oral,1000 mg/m2
AE00930,pemetrexed,fatigue,fatigue,moderate,iv,500 mg/m2
AE00931,irinotecan,fatigue,fatigue,moderate,iv,180 mg/m2
AE00932,bevacizumab,fatigue,fatigue,moderate,iv,15 mg/kg
AE00933,palbociclib,fatigue,fatigue,moderate,oral,125 mg
AE00934,ribociclib,fatigue,fatigue,moderate,oral,600 mg
AE00935,crizotinib,fatigue,fatigue,moderate,oral,250 mg
AE00936,alectinib,fatigue,fatigue,moderate,oral,600 mg
AE00937,osimertinib,fatigue,fatigue,moderate,oral,80 mg
AE00938,erlotinib,fatigue,fatigue,moderate,oral,150 mg
AE00939,pembrolizumab,fatigue,fatigue,moderate,iv,200 mg
AE00940,nivolumab,fatigue,fatigue,moderate,iv,240 mg
AE00941,atezolizumab,fatigue,fatigue,moderate,iv,1200 mg
AE00942,durvalumab,fatigue,fatigue,moderate,iv,10 mg/kg
AE00943,ipilimumab,fatigue,fatigue,moderate,iv,3 mg/kg
AE00944,trastuzumab,fatigue,fatigue,moderate,iv,6 mg/kg
AE00945,pertuzumab,fatigue,fatigue,moderate,iv,420 mg
AE00946,paclitaxel,fatigue,fatigue,moderate,iv,175 mg/m2
AE00947,docetaxel,fatigue,fatigue,moderate,iv,75 mg/m2
AE00948,cisplatin,fatigue,fatigue,moderate,iv,75 mg/m2
AE00949,carboplatin,fatigue,fatigue,moderate,iv,auc 5
AE00950,oxaliplatin,fatigue,fatigue,moderate,iv,85 mg/m2
AE00951,doxorubicin,fatigue,fatigue,moderate,iv,60 mg/m2
AE00952,olaparib,fatigue,fatigue,moderate,oral,300 mg
AE00953,niraparib,fatigue,fatigue,moderate,oral,200 mg
AE00954,gemcitabine,fatigue,fatigue,moderate,iv,1000 mg/m2
AE00955,capecitabine,fatigue,fatigue,moderate,oral,1000 mg/m2
AE00956,pemetrexed,fatigue,fatigue,moderate,iv,500 mg/m2
AE00957,irinotecan,fatigue,fatigue,moderate,iv,180 mg/m2
AE00958,bevacizumab,fatigue,fatigue,moderate,iv,15 mg/kg
AE00959,palbociclib,fatigue,fatigue,moderate,oral,125 mg
AE00960,ribociclib,fatigue,fatigue,moderate,oral,600 mg
AE00961,crizotinib,fatigue,fatigue,moderate,oral,250 mg
AE00962,alectinib,fatigue,fatigue,moderate,oral,600 mg
AE00963,osimertinib,fatigue,fatigue,moderate,oral,80 mg
AE00964,erlotinib,fatigue,fatigue,moderate,oral,150 mg
AE00965,pembrolizumab,fatigue,fatigue,moderate,iv,200 mg
AE00966,nivolumab,fatigue,fatigue,moderate,iv,240 mg
AE00967,atezolizumab,fatigue,fatigue,moderate,iv,1200 mg
AE00968,durvalumab,fatigue,fatigue,moderate,iv,10 mg/kg
AE00969,ipilimumab,fatigue,fatigue,moderate,iv,3 mg/kg
AE00970,trastuzumab,fatigue,fatigue,moderate,iv,6 mg/kg
AE00971,pertuzumab,fatigue,fatigue,moderate,iv,420 mg
AE00972,paclitaxel,fatigue,fatigue,moderate,iv,175 mg/m2
AE00973,docetaxel,fatigue,fatigue,moderate,iv,75 mg/m2
AE00974,cisplatin,fatigue,fatigue,moderate,iv,75 mg/m2
AE00975,carboplatin,fatigue,fatigue,moderate,iv,auc 5
AE00976,oxaliplatin,fatigue,fatigue,moderate,iv,85 mg/m2
AE00977,doxorubicin,fatigue,fatigue,moderate,iv,60 mg/m2
AE00978,olaparib,fatigue,fatigue,moderate,oral,300 mg
AE00979,niraparib,fatigue,fatigue,moderate,oral,200 mg
AE00980,gemcitabine,fatigue,fatigue,moderate,iv,1000 mg/m2
AE00981,capecitabine,fatigue,fatigue,moderate,oral,1000 mg/m2
AE00982,pemetrexed,fatigue,fatigue,moderate,iv,500 mg/m2
AE00983,irinotecan,fatigue,fatigue,moderate,iv,180 mg/m2
AE00984,bevacizumab,fatigue,fatigue,moderate,iv,15 mg/kg
AE00985,palbociclib,fatigue,fatigue,moderate,oral,125 mg
AE00986,ribociclib,fatigue,fatigue,moderate,oral,600 mg
AE00987,crizotinib,fatigue,fatigue,moderate,oral,250 mg
AE00988,alectinib,fatigue,fatigue,moderate,oral,600 mg
AE00989,osimertinib,fatigue,fatigue,moderate,oral,80 mg
AE00990,erlotinib,fatigue,fatigue,moderate,oral,150 mg
AE00991,pembrolizumab,fatigue,fatigue,moderate,iv,200 mg
AE00992,nivolumab,fatigue,fatigue,moderate,iv,240 mg
AE00993,atezolizumab,fatigue,fatigue,moderate,iv,1200 mg
AE00994,durvalumab,fatigue,fatigue,moderate,iv,10 mg/kg
AE00995,ipilimumab,fatigue,fatigue,moderate,iv,3 mg/kg
AE00996,trastuzumab,fatigue,fatigue,moderate,iv,6 mg/kg
AE00997,pertuzumab,fatigue,fatigue,moderate,iv,420 mg
AE00998,paclitaxel,fatigue,fatigue,moderate,iv,175 mg/m2
AE00999,docetaxel,fatigue,fatigue,moderate,iv,75 mg/m2
AE01000,cisplatin,fatigue,fatigue,moderate,iv,75 mg/m2
